"0", "0"	"0"
"1001101011011010000010111010100111001000100001111110011111001010100101111", "111000011000010000001100001001010011000101000000001111101101000100000000100100001100010000111001000"	"111000011000010000001100010010111110011111000011001010010100001100100010100010101011011011011110111"
"10010100010010101001101100100101111001000011100000011111", "100111010100001111101001110010000110011011110001001101011010100110111100011"	"100111010100001111111100010100011011101001010101111100100011000011000000010"
"100101101110000100010010110100010010100011011000111110101011011010010011101001010011001001100000", "10000101010001010100101011111100001001100101010100111010101101"	"100101101110000100010010110100010100101000101010010011010111010110011101001110101000000100001101"
"10000111001010110100110010010011000111011000011011101100011011001010110010001100010111110", "110111101001011011101010101111010000100000010111011011001111010010000"	"10000111001010110101101001111100100011000011001010111100111011100010001101011011101001110"
"111101011100111101010010000111000110111000011001101100110101001", "1000000001011010101100001000010001001101000111101011"	"111101011101111101011101011100100111111010100011010101110010100"
"100111011111000100111101001001001010111101001010111000000101001100", "11001100001111111000010100100101010000000101011011000110100101000000000010000101"	"11001100010000011111110011101010001101001110100110000011101111111000000111010001"
"1010001011101100110010010000000100000110000100111011", "100100000011111010010110100100110010011010111010011000010001000001100000011110111001"	"100100000011111010010110100100111100100110100111001010100001000101100110100011110100"
"1111011101011111110001011111001100100010001110101101100011110010100100100001011101011010101", "101000110010011000111100100001010110101101100001010100110101100"	"1111011101011111110001011111110101010100100111101010000101001001010010000010110010010000001"
"1011010100100011110000101110101101000010010110001001000011011", "11001011101011001000100100111111011110001000100011101111100101"	"100100110001111100110101010110101000110011011010100111000000000"
"100100001101100010011100010110000001001111110111010111110100", "111100011011010001100011011000111001011010111101111111010000"	"1100000101000110011111111101110111010101010110101010111000100"
"10110011111100000010101011111110101000100010100101", "10101010101101001011001111101100110011000110010111101010101011000101001010011010000101010111010"	"10101010101101001011001111101100110011000110101110001010001011011010101010001111001001101011111"
"111010000101101001100111110111100001101110000100000011100111011011", "111011100100110101111101000110011111101101010001000110010000"	"111011000001001110011101110100101000001101110001010100101101101011"
"100011100110001111110010101101011010100110000111000001011101100000", "1011011010100100100010011111110100001101111100110111110000001011011001110"	"1011011111000001010100011110001001111001010001101000101000010111000101110"
"110000000000000111101100011111101011011010100110000101000110010111110010", "11110111101010111010111010010011000000110111110010111010010101000100111101100101"	"11111000011010111011000001111111100000100011001101100000011010001011010101010111"
"100001011110010110010111011000111011100010011101100", "1001101000100010011011001100110000111011101100111010111"	"1010001010000000110001100100001001110111001111011000011"
"1110100110001110000011111010101010000110100011001100001100010", "1111100101100010001100111101000100010100010001101011000010111001010001000010101000111110000"	"1111100101100010001100111101010010111010011111101110111101100011010111100101110101001010010"
"1001100001011111000101100110011111110110010111010100010011110001110101001010101111110", "10100110000010011011110101011011001110101100101000111101011010111000110010000110000100101"	"10101111100011111010111011000001101110100011000000010001101110101010100111010000110100011"
"10100010011111100001001011010011011110111000101001101000101111110001110011111011101101110111000001", "1010001111000011011110000000111000001110011110011100110111100"	"10100010011111100001001011010011100000001010100010000100011111111000110101101111100001011101111101"
"10110011010101010101000011110011000101011101000101001000101101001110001111110100000100", "110001010010111001011000010110110010111110001111011001"	"10110011010101010101000011110011110110101111111110100001000100000001001110000011011101"
"101111101000110100111100101110000111001101101111100100111110110100000111101010111101110001", "10100100101011111000110001010011000110110111010110101100101100011000111101"	"101111101000110111100001011001111111111111000010101011110110001010110100010111010110101110"
"101010011111010101010010100111001100101100001101000001000011111001000110110", "1010110101110110010100100001011110001001010000001000010110011111011111110101101"	"1011100000010101101001110100000101010101111100010101010111100011011000111100011"
"1111010110110000111010010001000111100110001001010101001", "110100111100000110100100100110101101111001101110010000010001010000101001111011"	"110100111100000110100110100001100100000001000000011001001110000001110100100100"
"100101011011101101000111000111101001100001111000110101000111010010100000100100", "111110011101001101101010011010010001000100001001110011010001000"	"100101011011110100111010110001010110110101001010111101101000100000111010101100"
"1101111000100011011110110101101000011111101110111011000110011111110110", "1011010110100001100010001011111010111101001000110111110001010111011101"	"11001001111000101000001000001100011011100110111110010110111110111010011"
"10010100111011110100010001010010001010001010101011011001100000010111100101111110001101101100", "1110110100010101111000010110100001110100000010101100101100111101010"	"10010100111011110100010011001000101100111001101110001101101110110111111011100011110101010110"
"10010100111110011010101111010110111001011110111011001101000110111010011100111110011101001", "1110001101000001100000110100101110111001101100110110000010000011010"	"10010100111110011010111101100011111010111111101111111100000000100111010011000000100000011"
"10110000011010110111110011100010001111111100111000111111111", "10111000001111100000000111000101011101101010001001101111001"	"101101000101010010111111010100111101101100111000010101111000"
"110111011110001000001101010111011000011100100000010000111101000100101010010011000000011", "1101100110100101110010000101001010100101011000111100000011001101111111110010000110010000100110"	"1101101101100001100011000110110101100000011100100000000101010101101000010111011000101000101001"
"1110011110000000000100100101101000001001001011011001100110001101111111010111000100", "10000100011110001000011111100101010000000111111011010001111111110110"	"1110011110000010001001000011110000101000110000101001101110001001010001010110111010"
"101110011100100101100010100011001111000110000001011010010111011111011", "10011001111110011101100011101100000110000111111011101000110000101110110110101010100100"	"10011001111110100011010111010000110010011100010101100001100000111010001001100110011111"
"1100001010011101000110001000110000000110111101011001001101010001001", "1100010110100110100110100110101111110001011100101110100111"	"1100001011111111111010111101100100111100111011100100110011000110000"
"11001110011100111101010000011000110000101001010100011011000001010100111011010010111", "1001001110100011110010001010010111001110110011101000"	"11001110011100111101010000011001111010011101110010101100010100001110110001101111111"
"10110101011000010110011001001010000110001001000010011011111110101110110011001001010110", "101101110000100110111101001101001110001101110101010110011111111000010000110100100111000111"	"110000100101111111010011100110011000010011111110011000111011110110111111100111110000011101"
"110101101111010100111111011011000100010101111101110000101010011001100101110000", "10110101010111010100100011011100111110011000001010010111000010001010000"	"110110000101111111111001111111011111111101110000110001111101010001110111000000"
"101000011001101100110111111100010111100100000111110101010010011000110", "11010101011110010000011011000111110110010111110110111010111110001010110"	"11111101110111111101010011000100001101111011111110110000010000100011100"
"1010101110111101000000011000010111101000011001111110111001000001110000001", "101000001111101001010110110001000000000001111111010110101"	"1010101110111101101000101000000000111111001010111110111011000001000110110"
"11011011111101010000111011101100000111101011111111010111", "100001000110011010100001100001001101001010000101111110"	"11111101000011101011011101001101010100110110000101010101"
"110010100000000000010111100111100101010010111101101100010001111101100110101011000110111111110000", "11000000001101110101000111110011100100100001110111011010001001"	"110010100000000000010111100111101000010011001011100001011001110001001011001100111110011001111001"
"11101110010101110010101101100011110001001011011010010100110110001", "11010101000100011001111100111010011001111000001111001111010110111010011111110001001100001111100000"	"11010101000100011001111100111010110111101010111101100101000011011000101001001100011110110110010001"
"110011110100111111110001000100110111100110111000101001110100010011100111100001011011", "10100000001111100110110001101110110011011101001011000010100"	"110011110100111111110001011000111001100011101110110111101010101111010000111001101111"
"10011110011101001000101100010000001110111011011111001101100100111000000101000100000110", "111110010100111001011001110100010101110100010110011001111001"	"10011110011101001000101101001110100011110100111001000001111010101100011011011101111111"
"101010010000110110111100101111000111111011001110111001111000", "10001110100001111000001110001000000101011011100001011101101001000000101001111010111001110000"	"10001110100001111000001110001000101111101100011000011010011000001000100101001001110011101000"
"101100111100000101010001100110000110101010110100101101010011011000", "10001010000010100011010101001011011110110110100101111101111010"	"101111000110000111110100111011010010001001101011010011010001010010"
"10100111001001111000001110111110101010101001110000001110001110111010100000110000000", "100111100011110100101001000101111111001000111101110110001011001110010110111101000011111000100"	"100111100110011011110010111110001110000111101000011111111011011100100101110111100100101000100"
"11000010011101001010000100010001001011010110110001101111", "1110100100011010111010011000001110100110001100111111100000000101111111011101010101011010110100110"	"1110100100011010111010011000001110100110100101010011001001010110100001100110110000010001000010101"
"1111000010110010101100011110011100001100100101011100111000100000001111011001", "101100011000100100110110000001111000111011001010011000001001110100111011011111110100100010100"	"101100011000100110101110011000001110011110111101111001101110100000100010100011110110011101101"
"100011100110001011111001111011011010100011001101010110001111110011100101101011110", "11101110000000111101101101110111000111001000011001"	"100011100110001011111001111011111000010011010101000011111110101100011110101110111"
"110000010101001111110010001011100010011001101101010010100001100001000000111101000", "1000010000000010010000011001101000001011010001101111110010100101101010"	"110000010110010001110010011101100101100110101110101100101111011111010101101010010"
"10100110001100100100111001000010010001101011100110101011011010001001111100010001010", "10001010111101110011001101101100100101111011100000100011111001011"	"10100110001100100111000100000000000100111001010011010001010101101010100000001010101"
"1011100010010000110001111010101000110110111100011011100000010110011000", "1011010111001101110100101011011111110100110001010000011110111001110011000000101111010111"	"1011010111001110000000001101110000100110101011111001010101110110001110100001000101101111"
"100001101101100011110101011000010010100010000000111100101001011010011", "101111111011011100100011011100111010001110010100010010"	"100001101101101001110100110011110110111101101000001110011011111100101"
"101110001101010101000000100101110001011101000110010010111101111111010111011", "11001100011110001111101010010111001111110001111000101100111101001010"	"101110100110111000110010100011000100010111000100100010000011100111000000101"
"11011100111101011110000110010001100101110000110101101000001", "10100010111110111101011011000001001001110001010110010011101100"	"10111110100110101001001011110011010110011111011101000000101101"
"1111010001011011001000100000010101000011110111000100", "110111101011011100011110010111100001110001100111100011"	"1000110111100110111100110110111110110110101011110100111"
"10111000000011001110101001101010111010000000000111100110000", "1110010001001000110011111101101110110100000110001001110"	"11000110010100010111011101101000101000110100001101101111110"
"10001110111110111011101110101100111000011000001100110010", "1001111010100000011010001100100000100101110110110001101"	"11011110010010111111000000010000111101000111000010111111"
"110010000000100010110000000101111110100000010010001101100100110011001101", "100110011110000001111100110011000001001110110010100010011011011011111000100101010"	"100110100100010010000001001001000001111110100110100100101101001000011110111110111"
"1101000010100101010101100110010111011010010000000010100111", "1100011101100010010010011011011101001111000001100110011111010110110001100110"	"1100011101100010011111011110000010100100100111111101111001100110110100001101"
"11101110101101111001001101111110010101010110101001001111001100001000001010000110010100", "110011101101100101010011101101100000110010100110011000110000"	"11101110101101111001001110110010000010111011111100111100101100111010110000011111000100"
"100100000010110100101001111011100100100111100111111011100001001011010101001111010111011", "1011001100001111100010111101001100101011001110100100001110110000110001101000010001"	"100101011100010110100110010011001110001101000001110000000011000001011011011100011001100"
"10000110110010011111111100011010010001000001010000101010", "11100100110010101000100110000001101010011010100011001011111101011011010101110011"	"11100100110010101000101000001000011100111010011111100110001110011100100110011101"
"110101010110011000000100010001110000111001000100000010001001100101110110011011010111101100000110011", "1000101100110010000000010011111001111001111100100100000001111001110011100010000000100100010110"	"110110011011111110010100010100010000001000010011100110101001110101000100110111100111110000101001001"
"11000110001011110010111101111110010001100011100101010100011110111101110111", "100110011011000101010001100010100111110001101111010001011001111101110110100011011011110100"	"100110011011001000010111101110011010101111101101100010111101100011001011000010011001101011"
"11101010111101000101011100010011010111000100101111", "110101000010100110111010101000001111011010111100111010010011001110010"	"110101000010100111010111111111111000000110011111010101001011110100001"
"11000111110010001100000111110110100110011110100010010101", "111101001101010101001010000100001111010100101111010011"	"100000100111111100001010001111010110101110011010001101000"
"100101011001011110011101101101111010111000101010011000110000", "110011000001010100010110010110111110010011010000010101101110101011000"	"110011000101111111100010001010101100000010100111011011000001110001000"
"10001111010111010011010111011000000111010100011010011000100000110100111100101010111010110111100", "111101100001010101110000110100101110000000100110111111100010000"	"10001111010111010011010111011001000100110101110000001001010101100010111101010001111010011001100"
"110010010010110001010110101001001000000001100100101100010111011111011000110000011011", "10100001101000100111110001100001011010000100100011111111101101"	"110010010010110001011001001010110000101001010110001101110001100011111100110000001000"
"1010011001011011010101011111001100011111001000101110011100010101000111101000010000001110011001100", "11110110101101100110101111111010100011010100001110101110001111101101110100110001111001001110011"	"1110010000001000111100001111000111000010011100111101001010100100110101011101000010000111100111111"
"1110101100000111110010110011111001111011010001111110", "110111000011101110100110101001011000100001100011110101"	"1000101101111110110011001011101010010011100110101110011"
"110010001101001011011000110101011110101011110001100", "1001101110010111101011110010100000110000011100000101011000010110"	"1001101110011101111101011011111011110111000111111010110110100010"
"101001110111110001111100001110000100011110001000101", "111000110111001111001011011010110010001000100110010111001100011010011111111"	"111000110111001111001100000100101001111010100010100101010000111000101000100"
"10000100001101111101110001011010010010010100101011110011110010011100", "10000100111000001011011101001111111001010111101000001"	"10000100001110001110011000011011101101111110101010111110101111011101"
"100100111000001011010111010011111000011100100010111000101100101000001011000001010110111001111", "1001000100110010011100011100100011011000101100111100101011101110011010000100111101101001111010"	"1101101011110011110111010111000010011100010001010011110001010011011011011101001000100001001001"
"11011011001101011001100011010000011111001011110010010011111001000110010011100010011110000100100", "1100100000101100011000010001001111010010000010010000001010110011010010010010001001000"	"11011011011001111010001111101000110000011011000100010110001001010001000110110100110000001101100"
"1000001100001001000010010100101001101010110011101000000100110000110111101110000001", "11001011001010001010111111010101001010110000000100111010010000"	"1000001100001001000101011111110011110101110010111101001111100000111100101000010001"
"1011111111110101010111111100100100011101000010001010001", "1110101001110001001111100010001101011111110111011000101"	"11010101001100110100111011110110001111100111001100010110"
"110100000101010001110111101001010101101111110101110", "10011011111010100111010111001010011011100001101111010001111010011011101110000011110"	"10011011111010100111010111001011001111100111000001001001100011110001011101111001100"
"11100000101010001011010101111111101101100101100001100", "1000100011000110111110010001100000110111011001010111110110000010101110110010100"	"1000100011000110111110010101000001100001100100101101110101110000010100010100000"
"11110001010111101100111110010010101101010000110000001111010011001110101101100001011000100111010111", "10101100101110100000110110101001111001011111101011001"	"11110001010111101100111110010010101101010001000101110101000111010101100010110000100100100100110000"
"10010101010111010101000010110101101111010000001001", "10101000001010101011011100111111001111011100011100001011000100000111111011110000001100001001001"	"10101000001010101011011100111111001111011100101110110101111110110000010010011110000110001010010"
"1011100010010001111100110001000101010111110001110100101101101110011001100", "11110011001010001101000111111100011110010111110000010001111101100110101011110111"	"11110100100110011111010111100010100111000010101110100000100011010100011111000011"
"100100111010110010010001111110100100111010000111110110000011", "110111010110011101000111111101110110111110110100001010101011010001"	"110111111011010111111010001111110101100011101110010010100001010100"
"111000010110111101100101110011010010011000011011100010111110111111010111", "101111111110001010010111101001101010000111111011010001001100010101101110001000100110010101100110"	"101111111110001010011000100010000001000101100001000100011110101110001001101011100101010100111101"
"1011010011101011000001101110110110001101001100010010100111110100100110010101110111111101010000", "1011110001100011110100000101101000100100011010111101111101010010000010111011000010101111"	"1011011111011100100101100010111011110101110000101101100101110001111000011000110010111111111111"
"1101110001100000001101011011001011100000100001011001100000110011001000100100001001", "1000101011001011100000010011011011000111111000010010010111001100001000111011110110001011111"	"1000101100111001101100010101000110100001010100010110100010011000001111010100111010101101000"
"1101011000110101111111110011111001100101100110101001110111001101", "10100000011000100011100000110101110110011110100110000001000010001010011110"	"10100000100101111100010110110101101010011000001011100111101100000001101011"
"10000000101100010010010000110101101101110110110111110011000010000111110", "111010110010100010110000111010011111010011010011000100101"	"10000000101101001101000011011000011110110001010111000110010101001100011"
"10101010000000010001101010111110100010110100101111000001010101010011000100111110010010111111110111", "10101010000001001110001010110101110111111110110001000101111011100111110001"	"10101010000000010001101101101000100100000010111001110111001101010001110110000100001110100111101000"
"10010010000101000111110001000111111110111111111110001111010011000100111010", "1110101001000110111110111010011100100000000011011100111"	"10010010000101001001100110010000110110110111010001110011010011100000100001"
"11110011001011110111110001010000111110011110101100011111010010001000001101111001000111", "111001011011111010001001111001100000101010000101100010101100010010010011011000"	"11110100000101010011101011011010110111111111010110100100110100110100100000001100011111"
