[], 0	[]
[0,3,2,4,2,2,1,4,3], 1	[0,3,2,4,2,2,4,3]
[1,3,2,4], 1	[3,2,4]
[2,2,0,2,3,4,0,0,2], 0	[2,2,2,3,4,2]
[2,3,2,3,1,0], 0	[2,3,2,3,1]
[4,4,2,2,3,4], 2	[4,4,3,4]
[2,1,3,4,3,3,4,3,3], 3	[2,1,4,4]
[4,3,4,4,3,2,1,0,4,1,4,4], 4	[3,3,2,1,0,1]
[4,0,1,0,4,4,0,4,2,4,0,2], 2	[4,0,1,0,4,4,0,4,4,0]
[0,2,2,0,3,1,4,4,3,4], 8	[0,2,2,0,3,1,4,4,3,4]
[2,4,4,2,2,1,4], 65	[2,4,4,2,2,1,4]
[3,0,0,2,1,4], 0	[3,2,1,4]
[0,4,0,4,3], 4	[0,0,3]
[7,25,21,2,20,7,24,9,24,24,6,22,5,1,26,17,18,29,25,9,8,27,6,26,8,5,27,5,0,29,26,29,24,18,23,14,25,17,15,20,11,22,4,17,15,0,26,3,21,21,12,0,10,10,26,19,15,23,16,7,14,12,7,8,0,0,14,26,18,22,8,21,6,12,0,21,4,26,16,26,18,21], 26	[7,25,21,2,20,7,24,9,24,24,6,22,5,1,17,18,29,25,9,8,27,6,8,5,27,5,0,29,29,24,18,23,14,25,17,15,20,11,22,4,17,15,0,3,21,21,12,0,10,10,19,15,23,16,7,14,12,7,8,0,0,14,18,22,8,21,6,12,0,21,4,16,18,21]
[14,9,9,29,25,16,13,8,15,13,0,8,19,26,18,11,26,9,17,8,2,0,13,28,17,1,8,0,19,29,1,3,0,10,24,18,19,7,18,26,12,18,4,1,7,14,13,25,16,22,4,18,23,9], 13	[14,9,9,29,25,16,8,15,0,8,19,26,18,11,26,9,17,8,2,0,28,17,1,8,0,19,29,1,3,0,10,24,18,19,7,18,26,12,18,4,1,7,14,25,16,22,4,18,23,9]
[17,10,29,8,3,24,0,6,18,18,17,17,28,13,21,9,10,22,8,24,27,3,2,20,29,20,13,8,29,15,10,16,17,1,24,20,25,24,18,5,5,5,14], 75	[17,10,29,8,3,24,0,6,18,18,17,17,28,13,21,9,10,22,8,24,27,3,2,20,29,20,13,8,29,15,10,16,17,1,24,20,25,24,18,5,5,5,14]
[21,28,4,15,25,0,18,15,29,0,20,0,29,5,10,15,22,12,1,13,29,26,1,5,23,29,19,10,18,25,7,1,15,11,16,10,3,26,18], 68	[21,28,4,15,25,0,18,15,29,0,20,0,29,5,10,15,22,12,1,13,29,26,1,5,23,29,19,10,18,25,7,1,15,11,16,10,3,26,18]
[18,14,5,4,28,17,27,11,9,15,5,14,8,4,25,19,14,12,18,15,27,29,23,0,3,12,10,28,1,10,1,11,16,6,7,15,16,5,18,25,20,15,1,21,11,18], 18	[14,5,4,28,17,27,11,9,15,5,14,8,4,25,19,14,12,15,27,29,23,0,3,12,10,28,1,10,1,11,16,6,7,15,16,5,25,20,15,1,21,11]
[28,2,20,19,18,12,14,22,14,4,15,25,27,26,11,26,4,18,12,9,7,29,29,22], 4	[28,2,20,19,18,12,14,22,14,15,25,27,26,11,26,18,12,9,7,29,29,22]
[10,22,13,3,12,8,16,24,18,28,0,10,5,5,25,0,2,13,3,20,17,22,2,26,21,23,18,5,15,0,1,18,15,15,13,27,15,29,13], 0	[10,22,13,3,12,8,16,24,18,28,10,5,5,25,2,13,3,20,17,22,2,26,21,23,18,5,15,1,18,15,15,13,27,15,29,13]
[13,25,11,0,25,5,13,20,26,23,12,20,11,25,14,21,1,21,22,2,1,7,9,15,26,24,14,2,27,4,16,2,29,19,24,16,24,0,29,20,23,3,11,26,29,17,18,0,8,2,24,2,1,4,17,27,20,1,21,10,28,29,12,19,18,29,28,5,29,27,25,14,0,28,2,29,15], 16	[13,25,11,0,25,5,13,20,26,23,12,20,11,25,14,21,1,21,22,2,1,7,9,15,26,24,14,2,27,4,2,29,19,24,24,0,29,20,23,3,11,26,29,17,18,0,8,2,24,2,1,4,17,27,20,1,21,10,28,29,12,19,18,29,28,5,29,27,25,14,0,28,2,29,15]
[14,16,18,15,20,27,5,2,28,26,12,26,26,25,8,6,16,6,11,7,3,29,13,3,27,15,25,5,28,16,21,12,2,1,28,14,28,25,17,18,21,21,7,9,8,15,8,24,21,19,1,16,18,14,11,16,0,6,13], 17	[14,16,18,15,20,27,5,2,28,26,12,26,26,25,8,6,16,6,11,7,3,29,13,3,27,15,25,5,28,16,21,12,2,1,28,14,28,25,18,21,21,7,9,8,15,8,24,21,19,1,16,18,14,11,16,0,6,13]
[2,9,27,22,16,17,9,25,27,23,16,4,2,25,19,2,19,2,22], 23	[2,9,27,22,16,17,9,25,27,16,4,2,25,19,2,19,2,22]
[27,0,18,19,28,1,9,13,27,4,23,16,18,9,25,28,4,23,21,20,27,15,7,9,18,27,3,2,10,14,12,7,14,23,19,4,16,28,10,6,24,3,22,5,4,18,3,0,11,16,12,0,23,20,9,11,17,13,5,19,27,10,26,3,3,7,29,19,28,9,17,22,4,10,27,8,20,22,0,1,8,13,23], 4	[27,0,18,19,28,1,9,13,27,23,16,18,9,25,28,23,21,20,27,15,7,9,18,27,3,2,10,14,12,7,14,23,19,16,28,10,6,24,3,22,5,18,3,0,11,16,12,0,23,20,9,11,17,13,5,19,27,10,26,3,3,7,29,19,28,9,17,22,10,27,8,20,22,0,1,8,13,23]
[27,12,8,3,1,27,13,19,22,16,19,21,27,17,23,15,9,27,17,29,28,7,13,28,0,22,3,23,8,28,18,5,2,26,8,3,15,21,15,7,7,4,21,27,21,14,4,22,3,21,13,1,20,27,22,20,11,25,13,19,16,2,24,18,20,3], 23	[27,12,8,3,1,27,13,19,22,16,19,21,27,17,15,9,27,17,29,28,7,13,28,0,22,3,8,28,18,5,2,26,8,3,15,21,15,7,7,4,21,27,21,14,4,22,3,21,13,1,20,27,22,20,11,25,13,19,16,2,24,18,20,3]
[29,5,24,25,18,13,8,24,9,22,28,0,6,21,20,25,13,2,6,1,7,17,17,9,11,5,22,6,11,20,23,2,25,17,27,6,22,27,0,1,20,28,23,18,12,5,5,25,7,3,18,14,20,27,16,23,25,8,0,6,28,23,9,15,2,28,21,24,26,22,17,8,12,10,18,24,15,23,12,14,26,0,28,8,20,14,1], 11	[29,5,24,25,18,13,8,24,9,22,28,0,6,21,20,25,13,2,6,1,7,17,17,9,5,22,6,20,23,2,25,17,27,6,22,27,0,1,20,28,23,18,12,5,5,25,7,3,18,14,20,27,16,23,25,8,0,6,28,23,9,15,2,28,21,24,26,22,17,8,12,10,18,24,15,23,12,14,26,0,28,8,20,14,1]
[4,16,22,20,18,21,11,4,9,25,21,17,8,1,27,24,8,20,6,22,8,29,21,16,19,27,17,26,4,11,9,8,27,24,28,16,15,2,20,16,27,4,25,27,5,22,22,14,4,28,28,4,19,19,20,0,9,29,26,5,10,6,13,8,0,4,16,7,6,28,23,25,2,10,23,8,2,7,14,28,27,12,2,17,24,22], 4	[16,22,20,18,21,11,9,25,21,17,8,1,27,24,8,20,6,22,8,29,21,16,19,27,17,26,11,9,8,27,24,28,16,15,2,20,16,27,25,27,5,22,22,14,28,28,19,19,20,0,9,29,26,5,10,6,13,8,0,16,7,6,28,23,25,2,10,23,8,2,7,14,28,27,12,2,17,24,22]
[6,0,24,12,5,24,4,9,10,3,7,8,18,25,11,28,10,11,22,17,25,20,14,29,22,23,23,6,3,10,19,9,10,13,13,8,7,17,17,9,12,17,18,22,12,21,20,22,2,4,1,19,24,7,18,16,1,4,14,4,6,3,13,9,17,26,17,16,5,26,26,9,13,6], 9	[6,0,24,12,5,24,4,10,3,7,8,18,25,11,28,10,11,22,17,25,20,14,29,22,23,23,6,3,10,19,10,13,13,8,7,17,17,12,17,18,22,12,21,20,22,2,4,1,19,24,7,18,16,1,4,14,4,6,3,13,17,26,17,16,5,26,26,13,6]
[21,1,21,17,2,10,11,10,20,19,3,16,3,29,23,6,12,2,15,0,19,24,27,7,20,6,21,18,29,0,15,20,2,6,7,26,8,10,28,20,29,1,7,24,0,0,22,4,24,8,26,5,2,15,12,14,21,25,2,20,26,9,2,20,7,1,8,15,3,7,5,24,0,4,18,1,26,3,27,20,11,16,17,5,1,0,11,15,17,13,27,5,22,22,25,29,15,4,6,19], 15	[21,1,21,17,2,10,11,10,20,19,3,16,3,29,23,6,12,2,0,19,24,27,7,20,6,21,18,29,0,20,2,6,7,26,8,10,28,20,29,1,7,24,0,0,22,4,24,8,26,5,2,12,14,21,25,2,20,26,9,2,20,7,1,8,3,7,5,24,0,4,18,1,26,3,27,20,11,16,17,5,1,0,11,17,13,27,5,22,22,25,29,4,6,19]
[3,8,24,26,26,27,16,17,0,2,26,27,3,26,8,10,14,13], 77	[3,8,24,26,26,27,16,17,0,2,26,27,3,26,8,10,14,13]
[7,18,7,3,24,18,6,19,24,1,19,10,28,16,29,14,25,21,8,21,18,3,10,18,14,16,1,14,27,28,6,4,16,5,29,2,24,27,21,10,29,11,20,27,19], 21	[7,18,7,3,24,18,6,19,24,1,19,10,28,16,29,14,25,8,18,3,10,18,14,16,1,14,27,28,6,4,16,5,29,2,24,27,10,29,11,20,27,19]
[10,11,5,20,14,15,8,20,1,1,26,29,29,2,25,7,0,25,1,16,14,14,26,13,17,8,2,6,19,27,20,21,0,18,11,7,25,11,27,27,12,24,18,3,18,5,10,18,22,3,4,7,17,22,20,27,0], 18	[10,11,5,20,14,15,8,20,1,1,26,29,29,2,25,7,0,25,1,16,14,14,26,13,17,8,2,6,19,27,20,21,0,11,7,25,11,27,27,12,24,3,5,10,22,3,4,7,17,22,20,27,0]
[12,16,2,13,4,5,20,21,16,9,10,28,3,20,1,14,26,3,2,18,6,29,17,16,21,0,13,14,15,16,25,19,24,20,2,20,25,14,12,12,24,22,10,27], 63	[12,16,2,13,4,5,20,21,16,9,10,28,3,20,1,14,26,3,2,18,6,29,17,16,21,0,13,14,15,16,25,19,24,20,2,20,25,14,12,12,24,22,10,27]
[7,6,11,6,27,29,22,10,29,5,16,6,13,12,25,0,2,20,20,27,4,24,1,28,9,4,18,14,8,13,15,7,19,26,5,8,17,27,19,8,24,5,14,0,9,2,0,11,22,12,1,18,29,24,9,8,28,19,22,28,2,7,6,22,25,11,22,13,1,11,21,17,17,28], 7	[6,11,6,27,29,22,10,29,5,16,6,13,12,25,0,2,20,20,27,4,24,1,28,9,4,18,14,8,13,15,19,26,5,8,17,27,19,8,24,5,14,0,9,2,0,11,22,12,1,18,29,24,9,8,28,19,22,28,2,6,22,25,11,22,13,1,11,21,17,17,28]
[9,22,14,14,15,2,13,9,11,13,8,22,5,6,25,4,4,9,21,8,1,4,9,13,18,26,22,8,6,2,8,7,24,14,21,9,16,26,19,20,9,27,12], 27	[9,22,14,14,15,2,13,9,11,13,8,22,5,6,25,4,4,9,21,8,1,4,9,13,18,26,22,8,6,2,8,7,24,14,21,9,16,26,19,20,9,12]
[10,0,8,2,8,2,28,9,7,8,27,29,16,3,23,16,11,18,0,24,27,9,21,8,29,0,5,3,29,23,3,9,15,3,3,23,5,24,24,12,2,21,3,11,25,27,27,28,15,20,14,4,29,5,13,20,28,10,23,27,3,18], 7	[10,0,8,2,8,2,28,9,8,27,29,16,3,23,16,11,18,0,24,27,9,21,8,29,0,5,3,29,23,3,9,15,3,3,23,5,24,24,12,2,21,3,11,25,27,27,28,15,20,14,4,29,5,13,20,28,10,23,27,3,18]
[24,3,19,18,27,24,12,19,27,23,6,16,13,26,1,25,10,28,24,8,11,14,6,21,29,25,17,10,23,5,16,17,1,5,27,28,21,10,9,19,25,15,5,0,3,29,25], 21	[24,3,19,18,27,24,12,19,27,23,6,16,13,26,1,25,10,28,24,8,11,14,6,29,25,17,10,23,5,16,17,1,5,27,28,10,9,19,25,15,5,0,3,29,25]
[22,0,17,20,13,9,15,0,19,0,28,5,10,29,2,7,19,24,9,29,5,27,6,2,27,10,23,15,24,12,18,8,12,6,28,26,15,13,18,26,13,16,1,15,7,25,23,27,11,24,18,8,21,16], 27	[22,0,17,20,13,9,15,0,19,0,28,5,10,29,2,7,19,24,9,29,5,6,2,10,23,15,24,12,18,8,12,6,28,26,15,13,18,26,13,16,1,15,7,25,23,11,24,18,8,21,16]
[26,18,12,9,6,20,13,12,18], 6	[26,18,12,9,20,13,12,18]
[20,23,29,28,16,14,6,4,29,25,7,24,5,16,7,21,27,18,18,15,6,22,24,13,5,8,17,23,1,15,9,21,0,0,12,9,14,10,5,6,5,12,0,2,28,7,23,17,18,3,3,24,26,19,29,1,19,17,16,21,24,17,4,16,17,16,17,2,26,22,0,23,27,0,25,25], 12	[20,23,29,28,16,14,6,4,29,25,7,24,5,16,7,21,27,18,18,15,6,22,24,13,5,8,17,23,1,15,9,21,0,0,9,14,10,5,6,5,0,2,28,7,23,17,18,3,3,24,26,19,29,1,19,17,16,21,24,17,4,16,17,16,17,2,26,22,0,23,27,0,25,25]
[9,14,0,26,10,19,25,3,9,4,20,0,20,7,4,29,25,13,8,19,9,23,19,25,20,11,12,7,2,23,12,12,8,4,8,10,24,25,14,25,22,26,25,4,25,21,3,12,4,12,23,6,27,4,23,17,15,5,24,10,29,29,22,29,25,22,1,19], 6	[9,14,0,26,10,19,25,3,9,4,20,0,20,7,4,29,25,13,8,19,9,23,19,25,20,11,12,7,2,23,12,12,8,4,8,10,24,25,14,25,22,26,25,4,25,21,3,12,4,12,23,27,4,23,17,15,5,24,10,29,29,22,29,25,22,1,19]
[1,3,1,6,29,23,1,3,19,5,27,25,2,1,10,19,9,16,6,19,7,27,3,28,22,17,29,4,26,7,10,28,10,12,26,1,27,27,5,8,25,24,26,27,25,6,9,4,22,15,15,21,4,10,19,18,27], 27	[1,3,1,6,29,23,1,3,19,5,25,2,1,10,19,9,16,6,19,7,3,28,22,17,29,4,26,7,10,28,10,12,26,1,5,8,25,24,26,25,6,9,4,22,15,15,21,4,10,19,18]
[18,3,14,28,7,2,22,26,21], 36	[18,3,14,28,7,2,22,26,21]
