[2], 1	[]
[12,11,9,8,4,6,7,5], 28	[[4,4,4,4,4,4,4],[4,4,4,4,4,8],[4,4,4,4,5,7],[4,4,4,4,6,6],[4,4,4,4,12],[4,4,4,5,5,6],[4,4,4,5,11],[4,4,4,7,9],[4,4,4,8,8],[4,4,5,5,5,5],[4,4,5,6,9],[4,4,5,7,8],[4,4,6,6,8],[4,4,6,7,7],[4,4,8,12],[4,4,9,11],[4,5,5,5,9],[4,5,5,6,8],[4,5,5,7,7],[4,5,6,6,7],[4,5,7,12],[4,5,8,11],[4,6,6,6,6],[4,6,6,12],[4,6,7,11],[4,6,9,9],[4,7,8,9],[4,8,8,8],[4,12,12],[5,5,5,5,8],[5,5,5,6,7],[5,5,6,6,6],[5,5,6,12],[5,5,7,11],[5,5,9,9],[5,6,6,11],[5,6,8,9],[5,7,7,9],[5,7,8,8],[5,11,12],[6,6,7,9],[6,6,8,8],[6,7,7,8],[6,11,11],[7,7,7,7],[7,9,12],[8,8,12],[8,9,11]]
[11,4,10,8,7,5,12], 17	[[4,4,4,5],[4,5,8],[5,5,7],[5,12],[7,10]]
[9,8,7,4,10], 16	[[4,4,4,4],[4,4,8],[7,9],[8,8]]
[8,6,4,12,5,7,3,11], 28	[[3,3,3,3,3,3,3,3,4],[3,3,3,3,3,3,3,7],[3,3,3,3,3,3,4,6],[3,3,3,3,3,3,5,5],[3,3,3,3,3,4,4,5],[3,3,3,3,3,5,8],[3,3,3,3,3,6,7],[3,3,3,3,4,4,4,4],[3,3,3,3,4,4,8],[3,3,3,3,4,5,7],[3,3,3,3,4,6,6],[3,3,3,3,4,12],[3,3,3,3,5,5,6],[3,3,3,3,5,11],[3,3,3,3,8,8],[3,3,3,4,4,4,7],[3,3,3,4,4,5,6],[3,3,3,4,4,11],[3,3,3,4,5,5,5],[3,3,3,4,7,8],[3,3,3,5,6,8],[3,3,3,5,7,7],[3,3,3,6,6,7],[3,3,3,7,12],[3,3,3,8,11],[3,3,4,4,4,4,6],[3,3,4,4,4,5,5],[3,3,4,4,6,8],[3,3,4,4,7,7],[3,3,4,5,5,8],[3,3,4,5,6,7],[3,3,4,6,6,6],[3,3,4,6,12],[3,3,4,7,11],[3,3,5,5,5,7],[3,3,5,5,6,6],[3,3,5,5,12],[3,3,5,6,11],[3,3,6,8,8],[3,3,7,7,8],[3,3,11,11],[3,4,4,4,4,4,5],[3,4,4,4,5,8],[3,4,4,4,6,7],[3,4,4,5,5,7],[3,4,4,5,6,6],[3,4,4,5,12],[3,4,4,6,11],[3,4,5,5,5,6],[3,4,5,5,11],[3,4,5,8,8],[3,4,6,7,8],[3,4,7,7,7],[3,5,5,5,5,5],[3,5,5,7,8],[3,5,6,6,8],[3,5,6,7,7],[3,5,8,12],[3,6,6,6,7],[3,6,7,12],[3,6,8,11],[3,7,7,11],[4,4,4,4,4,4,4],[4,4,4,4,4,8],[4,4,4,4,5,7],[4,4,4,4,6,6],[4,4,4,4,12],[4,4,4,5,5,6],[4,4,4,5,11],[4,4,4,8,8],[4,4,5,5,5,5],[4,4,5,7,8],[4,4,6,6,8],[4,4,6,7,7],[4,4,8,12],[4,5,5,6,8],[4,5,5,7,7],[4,5,6,6,7],[4,5,7,12],[4,5,8,11],[4,6,6,6,6],[4,6,6,12],[4,6,7,11],[4,8,8,8],[4,12,12],[5,5,5,5,8],[5,5,5,6,7],[5,5,6,6,6],[5,5,6,12],[5,5,7,11],[5,6,6,11],[5,7,8,8],[5,11,12],[6,6,8,8],[6,7,7,8],[6,11,11],[7,7,7,7],[8,8,12]]
[11,8,4,3,12,5], 31	[[3,3,3,3,3,3,3,3,3,4],[3,3,3,3,3,3,3,5,5],[3,3,3,3,3,3,4,4,5],[3,3,3,3,3,3,5,8],[3,3,3,3,3,4,4,4,4],[3,3,3,3,3,4,4,8],[3,3,3,3,3,4,12],[3,3,3,3,3,5,11],[3,3,3,3,3,8,8],[3,3,3,3,4,4,11],[3,3,3,3,4,5,5,5],[3,3,3,3,8,11],[3,3,3,4,4,4,5,5],[3,3,3,4,5,5,8],[3,3,3,5,5,12],[3,3,3,11,11],[3,3,4,4,4,4,4,5],[3,3,4,4,4,5,8],[3,3,4,4,5,12],[3,3,4,5,5,11],[3,3,4,5,8,8],[3,3,5,5,5,5,5],[3,3,5,8,12],[3,4,4,4,4,4,4,4],[3,4,4,4,4,4,8],[3,4,4,4,4,12],[3,4,4,4,5,11],[3,4,4,4,8,8],[3,4,4,5,5,5,5],[3,4,4,8,12],[3,4,5,8,11],[3,4,8,8,8],[3,4,12,12],[3,5,5,5,5,8],[3,5,11,12],[3,8,8,12],[4,4,4,4,4,11],[4,4,4,4,5,5,5],[4,4,4,8,11],[4,4,5,5,5,8],[4,4,11,12],[4,5,5,5,12],[4,5,11,11],[4,8,8,11],[5,5,5,5,11],[5,5,5,8,8],[8,11,12]]
[11,10,5,7,8,12,3], 29	[[3,3,3,3,3,3,3,3,5],[3,3,3,3,3,3,3,8],[3,3,3,3,3,3,11],[3,3,3,3,3,7,7],[3,3,3,3,5,5,7],[3,3,3,3,5,12],[3,3,3,3,7,10],[3,3,3,5,5,5,5],[3,3,3,5,5,10],[3,3,3,5,7,8],[3,3,3,8,12],[3,3,3,10,10],[3,3,5,5,5,8],[3,3,5,7,11],[3,3,5,8,10],[3,3,7,8,8],[3,3,11,12],[3,5,5,5,11],[3,5,5,8,8],[3,5,7,7,7],[3,5,10,11],[3,7,7,12],[3,7,8,11],[3,8,8,10],[5,5,5,7,7],[5,5,7,12],[5,5,8,11],[5,7,7,10],[5,8,8,8],[5,12,12],[7,7,7,8],[7,10,12],[7,11,11],[8,10,11]]
[9,10,7,6,5], 13	[[6,7]]
[8,10,6,3,4,12,11,5,9], 28	[[3,3,3,3,3,3,3,3,4],[3,3,3,3,3,3,4,6],[3,3,3,3,3,3,5,5],[3,3,3,3,3,3,10],[3,3,3,3,3,4,4,5],[3,3,3,3,3,4,9],[3,3,3,3,3,5,8],[3,3,3,3,4,4,4,4],[3,3,3,3,4,4,8],[3,3,3,3,4,6,6],[3,3,3,3,4,12],[3,3,3,3,5,5,6],[3,3,3,3,5,11],[3,3,3,3,6,10],[3,3,3,3,8,8],[3,3,3,4,4,5,6],[3,3,3,4,4,11],[3,3,3,4,5,5,5],[3,3,3,4,5,10],[3,3,3,4,6,9],[3,3,3,5,5,9],[3,3,3,5,6,8],[3,3,3,8,11],[3,3,3,9,10],[3,3,4,4,4,4,6],[3,3,4,4,4,5,5],[3,3,4,4,4,10],[3,3,4,4,5,9],[3,3,4,4,6,8],[3,3,4,5,5,8],[3,3,4,6,6,6],[3,3,4,6,12],[3,3,4,8,10],[3,3,4,9,9],[3,3,5,5,6,6],[3,3,5,5,12],[3,3,5,6,11],[3,3,5,8,9],[3,3,6,6,10],[3,3,6,8,8],[3,3,10,12],[3,3,11,11],[3,4,4,4,4,4,5],[3,4,4,4,4,9],[3,4,4,4,5,8],[3,4,4,5,6,6],[3,4,4,5,12],[3,4,4,6,11],[3,4,4,8,9],[3,4,5,5,5,6],[3,4,5,5,11],[3,4,5,6,10],[3,4,5,8,8],[3,4,6,6,9],[3,4,9,12],[3,4,10,11],[3,5,5,5,5,5],[3,5,5,5,10],[3,5,5,6,9],[3,5,6,6,8],[3,5,8,12],[3,5,9,11],[3,5,10,10],[3,6,8,11],[3,6,9,10],[3,8,8,9],[4,4,4,4,4,4,4],[4,4,4,4,4,8],[4,4,4,4,6,6],[4,4,4,4,12],[4,4,4,5,5,6],[4,4,4,5,11],[4,4,4,6,10],[4,4,4,8,8],[4,4,5,5,5,5],[4,4,5,5,10],[4,4,5,6,9],[4,4,6,6,8],[4,4,8,12],[4,4,9,11],[4,4,10,10],[4,5,5,5,9],[4,5,5,6,8],[4,5,8,11],[4,5,9,10],[4,6,6,6,6],[4,6,6,12],[4,6,8,10],[4,6,9,9],[4,8,8,8],[4,12,12],[5,5,5,5,8],[5,5,6,6,6],[5,5,6,12],[5,5,8,10],[5,5,9,9],[5,6,6,11],[5,6,8,9],[5,11,12],[6,6,6,10],[6,6,8,8],[6,10,12],[6,11,11],[8,8,12],[8,9,11],[8,10,10],[9,9,10]]
[8,7,3,11,4,12], 26	[[3,3,3,3,3,3,4,4],[3,3,3,3,3,3,8],[3,3,3,3,3,4,7],[3,3,3,3,3,11],[3,3,3,3,7,7],[3,3,4,4,4,4,4],[3,3,4,4,4,8],[3,3,4,4,12],[3,3,4,8,8],[3,3,8,12],[3,4,4,4,4,7],[3,4,4,4,11],[3,4,4,7,8],[3,4,7,12],[3,4,8,11],[3,7,8,8],[3,11,12],[4,4,4,7,7],[4,4,7,11],[4,7,7,8],[4,11,11],[7,7,12],[7,8,11]]
[8,4,9,6,7], 25	[[4,4,4,4,9],[4,4,4,6,7],[4,4,8,9],[4,6,6,9],[4,6,7,8],[4,7,7,7],[6,6,6,7],[7,9,9],[8,8,9]]
