[5,1,3,3], 6	[[1,5],[3,3]]
[3,2], 9	[]
[4,5,1,4,1,5,4,4], 4	[[4]]
[1,2,2,4,2,5,4,4], 8	[[1,2,5],[2,2,4],[4,4]]
[3,5,1,1], 2	[[1,1]]
[1,4,4,2], 7	[[1,2,4]]
[3,2,4,1,2], 5	[[1,2,2],[1,4],[2,3]]
[2,1,1,3,3], 4	[[1,1,2],[1,3]]
[4,4,4,3,4,2,2], 4	[[2,2],[4]]
[1,1,1,1,1], 9	[]
[1,2,1,2,2,4,1,2,1], 3	[[1,1,1],[1,2]]
[5,5,4,3,5,2,3,3,5,1], 6	[[1,2,3],[1,5],[2,4],[3,3]]
[4,1,2,2,2,2,5,4,5,1,1], 1	[[1]]
[5,1,2,2,3], 5	[[1,2,2],[2,3],[5]]
[5,3,5,1,2,3,3], 3	[[1,2],[3]]
[1,3,4,1], 1	[[1]]
[2,3,4,2,4,2], 8	[[2,2,4],[4,4]]
[2,2,1,4,3], 8	[[1,2,2,3],[1,3,4],[2,2,4]]
[5,4,5,2,5,1], 4	[[4]]
[3,1,4,2,4], 2	[[2]]
[5,3,2,4,2,5,2,4,3], 8	[[2,2,4],[2,3,3],[3,5],[4,4]]
[5,3,1], 7	[]
[2,3,4,3,4,1], 1	[[1]]
[3,4,3,2,4,1,4,4,3,2], 4	[[1,3],[2,2],[4]]
[1,2], 9	[]
[1,2,4,1,2,2,5,4,4,3,1], 4	[[1,1,2],[1,3],[2,2],[4]]
[4,3,2,4,2,5], 7	[[2,2,3],[2,5],[3,4]]
[3,2,1], 4	[[1,3]]
[2,1,3,2,2,4], 4	[[1,3],[2,2],[4]]
[2,1], 10	[]
[4,2,2], 3	[]
[2,1,3,1,4], 10	[[1,2,3,4]]
[4,4,2,5,5,1,3,1,5,4,4], 1	[[1]]
[5,1,1,2], 2	[[1,1],[2]]
[5,3,1,2,2,4], 7	[[1,2,4],[2,2,3],[2,5],[3,4]]
[4,2], 10	[]
[5,1,2,1,5,2], 8	[[1,2,5]]
[1,3,1,3,2,5], 8	[[1,1,3,3],[1,2,5],[2,3,3],[3,5]]
[1,4,1,5,4,1], 3	[[1,1,1]]
[2,1,2], 2	[[2]]
[4,2,3,4,5], 10	[[2,3,5],[2,4,4]]
[1,4,4,3,3,1], 10	[[1,1,4,4],[3,3,4]]
[2,4,5,2,4,5,3,4,3,2], 5	[[2,3],[5]]
[4,2,5,2,5,3,1,5,2,2], 9	[[1,2,2,2,2],[1,2,2,4],[1,3,5],[2,2,2,3],[2,2,5],[2,3,4],[4,5]]
[5,4,3,2,5], 9	[[2,3,4],[4,5]]
[1,2,4,5], 8	[[1,2,5]]
[4,1,3,3,1], 8	[[1,1,3,3],[1,3,4]]
[4,4], 8	[[4,4]]
[2,5,4,3,2,4], 9	[[2,2,5],[2,3,4],[4,5]]
[2,1,5,3,5,4,1,3,2], 10	[[1,1,2,2,4],[1,1,2,3,3],[1,1,3,5],[1,2,2,5],[1,2,3,4],[1,4,5],[2,2,3,3],[2,3,5],[3,3,4],[5,5]]
[2,5,1,1,2,3,3,3,1,2,2], 5	[[1,1,1,2],[1,1,3],[1,2,2],[2,3],[5]]
[3,3,4,4,3,2,2,4,3,3,4], 4	[[2,2],[4]]
[4,1,1,5], 6	[[1,1,4],[1,5]]
[4,3,5,3,5,5], 7	[[3,4]]
[3,3,1,4,2,3], 2	[[2]]
[5,4,4,5,3,3,5], 6	[[3,3]]
[3,1,4,4,3,3,5,5], 10	[[1,3,3,3],[1,4,5],[3,3,4],[5,5]]
[1,4,3,2,3,2,2,1], 8	[[1,1,2,2,2],[1,1,2,4],[1,1,3,3],[1,2,2,3],[1,3,4],[2,2,4],[2,3,3]]
[2,5], 7	[[2,5]]
[5,2,1,2,1,1,5,1], 9	[[1,1,1,1,5],[1,1,2,5],[2,2,5]]
[4,3,3,3,3], 2	[]
[5,2], 3	[]
[1,4,3], 1	[[1]]
[4,5,3,2,3], 8	[[2,3,3],[3,5]]
[4,1,1,1,1,3,4,4,1], 7	[[1,1,1,1,3],[1,1,1,4],[3,4]]
[1,1,5,1,5,3,1], 8	[[1,1,1,5],[3,5]]
[4,3,4,2,3,5,2,4,3,4], 4	[[2,2],[4]]
[4,1], 1	[[1]]
[3,2,1,5,3,4,2], 10	[[1,2,2,5],[1,2,3,4],[1,4,5],[2,2,3,3],[2,3,5],[3,3,4]]
[3,1,5,3,4,3,3,3,4], 2	[]
[3,3,5,5,3,3,5,3,3,3,4], 10	[[3,3,4],[5,5]]
[4,2,3,2,3,2,1,5,2,1], 4	[[1,1,2],[1,3],[2,2],[4]]
[5,4,4,3,2,5,1,1], 5	[[1,1,3],[1,4],[2,3],[5]]
[3,4,4,5,2,1,5,3], 9	[[1,2,3,3],[1,3,5],[1,4,4],[2,3,4],[4,5]]
[4,1,2,4,4,3,5,2,5,4], 4	[[1,3],[2,2],[4]]
[4,4,4,5,1,1,2,5,2,4], 5	[[1,2,2],[1,4],[5]]
[5,3,5,2,1,5], 10	[[2,3,5],[5,5]]
[2,3], 9	[]
[5,1,2,1,4,2], 5	[[1,2,2],[1,4],[5]]
[14,6,25,9,30,20,33,34,28,30,16,12,31,9,9,12,34,16,25,32,8,7,30,12,33,20,21,29,24,17,27,34,11,17,30,6,32,21,27,17,16,8,24,12,12,28,11,33,10,32,22,13,34,18,12], 27	[[6,6,7,8],[6,7,14],[6,8,13],[6,9,12],[6,10,11],[6,21],[7,8,12],[7,9,11],[7,20],[8,8,11],[8,9,10],[9,9,9],[9,18],[10,17],[11,16],[13,14],[27]]
[29,19,14,33,11,5,9,23,23,33,12,9,25,25,12,21,14,11,20,30,17,19,5,6,6,5,5,11,12,25,31,28,31,33,27,7,33,31,17,13,21,24,17,12,6,16,20,16,22,5], 28	[[5,5,5,6,7],[5,5,5,13],[5,5,6,6,6],[5,5,6,12],[5,5,7,11],[5,5,9,9],[5,6,6,11],[5,6,17],[5,7,16],[5,9,14],[5,11,12],[5,23],[6,6,7,9],[6,6,16],[6,9,13],[6,11,11],[6,22],[7,9,12],[7,21],[9,19],[11,17],[12,16],[14,14],[28]]
[19,33,28,13,25,29,11,24,11,8,18,7,6,10,31,26,28,5,5,15,24,9,14,18,13,29,21,30,21,19,22,6,17,16,6,29,32,12,18,30,7,31,24,30,28,20,22,22,20,14,24,31], 25	[[5,5,6,9],[5,5,7,8],[5,5,15],[5,6,6,8],[5,6,7,7],[5,6,14],[5,7,13],[5,8,12],[5,9,11],[5,20],[6,6,6,7],[6,6,13],[6,7,12],[6,8,11],[6,9,10],[6,19],[7,7,11],[7,8,10],[7,18],[8,17],[9,16],[10,15],[11,14],[12,13],[25]]
[14,18,19,30,6,5,14,23,28,18,26,21,12,15,29,18,32,23,6,21,19,30,6,28,17,13,29,28,10,34,26,11,10,32,7,11,32,8,21,18,22,5,34,21,7,20,26,5,9,28,21,23,23,15,8,27,23,32,12,20,31,33,27,28,30,21,34,19], 29	[[5,5,5,6,8],[5,5,5,7,7],[5,5,5,14],[5,5,6,6,7],[5,5,6,13],[5,5,7,12],[5,5,8,11],[5,5,9,10],[5,5,19],[5,6,6,12],[5,6,7,11],[5,6,8,10],[5,6,18],[5,7,7,10],[5,7,8,9],[5,7,17],[5,9,15],[5,10,14],[5,11,13],[5,12,12],[6,6,6,11],[6,6,7,10],[6,6,8,9],[6,6,17],[6,7,7,9],[6,7,8,8],[6,8,15],[6,9,14],[6,10,13],[6,11,12],[6,23],[7,7,15],[7,8,14],[7,9,13],[7,10,12],[7,11,11],[7,22],[8,8,13],[8,9,12],[8,10,11],[8,21],[9,10,10],[9,20],[10,19],[11,18],[12,17],[14,15],[29]]
[32,33,5,32,12,7,17,33,29,13,18,16,23,28,26,26,12,6,23,19,22,12,9,6,5,34,22,27,11,33,27,30,24,27,27,31,29,32,21,24,32,5,27,21,20,10,12,28,11,31,12,20,30,17,21,30,8,8], 27	[[5,5,5,6,6],[5,5,5,12],[5,5,6,11],[5,5,7,10],[5,5,8,9],[5,5,17],[5,6,6,10],[5,6,7,9],[5,6,8,8],[5,6,16],[5,9,13],[5,10,12],[5,11,11],[5,22],[6,6,7,8],[6,8,13],[6,9,12],[6,10,11],[6,21],[7,8,12],[7,9,11],[7,20],[8,8,11],[8,9,10],[8,19],[9,18],[10,17],[11,16],[27]]
[29,6,32,18,28,16,14,15,5,22,26,33,14,18,19,30,23,26,23,21,14,30,7,9,34,15,27,30,11,6,31,5,8,28,18,31,10,19,11,10,6,24,30,16,7,14,11,17,28,21,26], 22	[[5,5,6,6],[5,6,11],[5,7,10],[5,8,9],[5,17],[6,6,10],[6,7,9],[6,16],[7,7,8],[7,15],[8,14],[11,11],[22]]
[20,34,8,30,26,33,28,19,21,28,22,15,33,19,12,9,17,9,11,7,5,14,31,14,12,6,29,20,27,24,23,34,23,18,29,6,8,23,20,25,8,30,27,7,6,34,11,10,8,9,34,30,10], 26	[[5,6,6,9],[5,6,7,8],[5,6,15],[5,7,14],[5,9,12],[5,10,11],[5,21],[6,6,6,8],[6,6,7,7],[6,6,14],[6,8,12],[6,9,11],[6,10,10],[6,20],[7,7,12],[7,8,11],[7,9,10],[7,19],[8,8,10],[8,9,9],[8,18],[9,17],[11,15],[12,14],[26]]
[9,24,26,24,16,15,5,7,25,18,31,18,14,11,34,34,15,21,26,9,22,17,7,27,12,34,27,8,31,15,13,6,34,26,17,7,7,17,9,27,23,27,11,24,34,32,15,6,18,28,32,27,10,26,19], 22	[[5,6,11],[5,7,10],[5,8,9],[5,17],[6,6,10],[6,7,9],[6,16],[7,7,8],[7,15],[8,14],[9,13],[10,12],[11,11],[22]]
[33,20,22,13,20,15,34,12,27,28,6,32,32,28,12,17,26,23,8,15,33,9,20,26,28,34,31,19,11,5,10,9,13,19,10,28,29,31,27,13,25,28,32,14,14,31,26,27,19,29], 25	[[5,6,14],[5,8,12],[5,9,11],[5,10,10],[5,20],[6,8,11],[6,9,10],[6,19],[8,17],[10,15],[11,14],[12,13],[25]]
[25,15,8,18,15,26,25,21,27,22,17,5,6,22,20,22,19,13,30,31,28,20,10,29,16,32,22,31,18,17,13,9,19,9,14,21,30,34,29,14,21,12,6,22,21,14,31,27,22,27,23,7], 29	[[5,6,6,12],[5,6,8,10],[5,6,9,9],[5,6,18],[5,7,8,9],[5,7,17],[5,8,16],[5,9,15],[5,10,14],[6,6,7,10],[6,6,8,9],[6,6,17],[6,7,16],[6,8,15],[6,9,14],[6,10,13],[6,23],[7,8,14],[7,9,13],[7,10,12],[7,22],[8,9,12],[8,21],[9,20],[10,19],[12,17],[13,16],[14,15],[29]]
[32,15,18,11,11,31,15,12,27,21,16,7,8,33,28,32,5,15,9,6,24,18,15,21,10,24,5,29,19,34,15,8,14,20,14,13,8,16,20,31,32,23,25,5,13,18,25,13,28,21,7,10,34,17], 23	[[5,5,5,8],[5,5,6,7],[5,5,13],[5,6,12],[5,7,11],[5,8,10],[5,18],[6,7,10],[6,8,9],[6,17],[7,7,9],[7,8,8],[7,16],[8,15],[9,14],[10,13],[11,12],[23]]
[29,18,26,13,9,28,16,10,5,17,18,8,20,25,26,17,5,16,10,14,22,30,14,7,16,16,12,16,21,25,13,15,30,34,15,34,19,18,10,19,22,15,14,7,28,6,19,28,9,16,29,26,11,9,29], 20	[[5,5,10],[5,6,9],[5,7,8],[5,15],[6,7,7],[6,14],[7,13],[8,12],[9,11],[10,10],[20]]
[28,18,28,19,26,8,14,17,10,6,31,23,33,7,10,13,16,12,6,17,19,22,14,30,16,5,29,20,29,9,28,15,22,21,29,13,17,30,17,22,23,5,33,21,7,8,30,10,8,23,15,22,10,24,9,22,24,33,29,11,7,14,21,16,23], 22	[[5,5,6,6],[5,5,12],[5,6,11],[5,7,10],[5,8,9],[5,17],[6,6,10],[6,7,9],[6,8,8],[6,16],[7,7,8],[7,15],[8,14],[9,13],[10,12],[22]]
[5,24,28,14,13,28,12,29,22,8,16,28,11,5,8,20,10,27,16,19,16,15,14,14,9,23,30,13,33,24,24,33,14,18,5,14,33,12,30,21,15,12,14,13,34,9,20,9,31,32,16], 29	[[5,5,5,14],[5,5,8,11],[5,5,9,10],[5,5,19],[5,8,16],[5,9,15],[5,10,14],[5,11,13],[5,12,12],[5,24],[8,8,13],[8,9,12],[8,10,11],[8,21],[9,9,11],[9,20],[10,19],[11,18],[13,16],[14,15],[29]]
[25,6,8,5,23,16,34,13,6,24,14,11,24,23,9,24,18,25,26,17,26,27,16,30,12,13,18,9,24,18,8,14,19,12,6,7,15,5,7,16,17,16,22,28,34,19,17,10,31,9,22,23,31,34,10,30,34], 29	[[5,5,6,6,7],[5,5,6,13],[5,5,7,12],[5,5,8,11],[5,5,9,10],[5,5,19],[5,6,6,12],[5,6,7,11],[5,6,8,10],[5,6,9,9],[5,6,18],[5,7,7,10],[5,7,8,9],[5,7,17],[5,8,16],[5,9,15],[5,10,14],[5,11,13],[5,12,12],[5,24],[6,6,6,11],[6,6,7,10],[6,6,8,9],[6,6,17],[6,7,7,9],[6,7,8,8],[6,7,16],[6,8,15],[6,9,14],[6,10,13],[6,11,12],[6,23],[7,7,15],[7,8,14],[7,9,13],[7,10,12],[7,22],[8,8,13],[8,9,12],[8,10,11],[9,9,11],[9,10,10],[10,19],[11,18],[12,17],[13,16],[14,15]]
[23,29,8,24,5,7,25,29,18,18,32,29,30,5,9,23,27,15,28,32,11,24,11,29,12,32,5,7,31,16,7,19,10,33,8,10,5,21,26,18,26,23,5,21,24,31,31,8,11,16,5,17,5,33,34,12,31,26,7,27], 22	[[5,5,5,7],[5,5,12],[5,7,10],[5,8,9],[5,17],[7,7,8],[7,15],[10,12],[11,11]]
[34,34,29,29,31,30,7,22,13,28,33,13,6,14,31,25,17,7,6,9,12,7,7,11,6,33,24,8,18,26,5,9,17,29,33,13,24,28,22,25,21,20,25,23,29,22,13,11,24,6,7,23,30,10,21,32,8,10,27,13,23,19,17,5], 21	[[5,5,11],[5,6,10],[5,7,9],[5,8,8],[6,6,9],[6,7,8],[7,7,7],[7,14],[8,13],[9,12],[10,11],[21]]
[5,25,31,23,7,9,8,28,19,25,15,19,23,26,21,26,7,16,31,23,5,26,29,20,27,9,34,31,10,5,34,32,18,22,20,20,27,16,5,33,28,7,18,16,21,34,29,23,15,17,11,8,31], 22	[[5,5,5,7],[5,7,10],[5,8,9],[5,17],[7,7,8],[7,15],[22]]
[23,32,22,19,29,15,11,26,28,20,34,5,34,7,28,33,30,30,16,33,8,15,28,26,17,10,25,12,6,17,30,16,6,10,23,22,20,29,14,5,6,5,5,6,29,20,34,24,16,7,22,11,17,7,33,21,13,15,29,6,19,16,10,21,21,28,8,6], 27	[[5,5,5,5,7],[5,5,5,6,6],[5,5,5,12],[5,5,6,11],[5,5,7,10],[5,5,17],[5,6,6,10],[5,6,8,8],[5,6,16],[5,7,7,8],[5,7,15],[5,8,14],[5,10,12],[5,11,11],[5,22],[6,6,7,8],[6,6,15],[6,7,7,7],[6,7,14],[6,8,13],[6,10,11],[6,21],[7,7,13],[7,8,12],[7,10,10],[7,20],[8,8,11],[8,19],[10,17],[11,16],[12,15],[13,14]]
[6,23,31,29,16,25,14,7,14,17,9,24,24,13,26,14,30,26,24,16,20,8,27,25,16,14,18,12,7,27,16,9,7,13,25,19,33,26,21,5,9,18,16,20,26,7,21,21,21,32,24,28,27,17,18,9,18,23,16,20,15,19,16,9], 24	[[5,6,13],[5,7,12],[5,19],[6,9,9],[6,18],[7,8,9],[7,17],[8,16],[9,15],[24]]
[15,10,20,24,10,16,7,21,23,28,15,9,7,23,6,26,16,20,8,21,24,13,9,27,29,11,34,10,8,18,34,18,23,11,7,28,22,31,6,10,25,9,14,27,27,7,18,31,14,14,17,34,22,14,18,8,12,17,6,15,23], 20	[[6,6,8],[6,7,7],[6,14],[7,13],[8,12],[9,11],[10,10],[20]]
[11,33,23,27,20,20,20,25,32,24,26,24,9,20,7,5,29,8,9,20,26,10,26,29,18,30,30,28,18,22,14,17,20,25,31,27,32,16,9,29,28,22,10,24,7,12,16,24,8,20,31,21,26,14,7,31], 25	[[5,8,12],[5,9,11],[5,10,10],[5,20],[7,7,11],[7,8,10],[7,9,9],[7,18],[8,8,9],[8,17],[9,16],[11,14],[25]]
[16,15,12,18,19,20,8,15,34,27,19,9,13,34,26,18,23,21,25,34,32,20,11,28,6,24,8,9,20,5,29,32,15,28,7,30,13,10,32,5,24,16,9,32,15,22,15,33,8,27,24,27,13,31,13,6,20,8], 25	[[5,5,6,9],[5,5,7,8],[5,5,15],[5,6,6,8],[5,7,13],[5,8,12],[5,9,11],[5,20],[6,6,13],[6,7,12],[6,8,11],[6,9,10],[6,19],[7,8,10],[7,9,9],[7,18],[8,8,9],[9,16],[10,15],[12,13],[25]]
[8,26,25,10,20,27,27,20,24,25,20,13,28,16,32,31,34,12,21,29,26,11,14,34,7,22,28,22,25,25,15,20,17,27,17,24,19,10,9,30,22,17,30,15,28,27,33,19,26,20,6], 23	[[6,7,10],[6,8,9],[6,17],[7,16],[8,15],[9,14],[10,13],[11,12]]
[15,9,20,32,32,29,14,15,10,29,27,24,11,16,31,8,12,26,25,16,22,28,32,6,26,16,20,11,17,33,32,19,29,17,16,19,12,25,29,9,11,13,28,10,24,16,13,23,8,26,5], 22	[[5,6,11],[5,8,9],[5,17],[6,8,8],[6,16],[8,14],[9,13],[10,12],[11,11],[22]]
[32,10,32,5,25,9,18,23,28,24,10,33,6,24,32,18,10,28,17,18,13,22,7,25,22,17,28,13,17,32,19,6,7,17,7,28,21,12,8,6,31,13,34,24,24,31,8,29,16,20,12,25,29,6,15,16,19,30,17,23,27,31,17,29], 28	[[5,6,7,10],[5,6,8,9],[5,6,17],[5,7,7,9],[5,7,8,8],[5,7,16],[5,8,15],[5,10,13],[5,23],[6,6,6,10],[6,6,7,9],[6,6,8,8],[6,6,16],[6,7,7,8],[6,7,15],[6,9,13],[6,10,12],[6,22],[7,8,13],[7,9,12],[7,21],[8,8,12],[8,10,10],[8,20],[9,19],[10,18],[12,16],[13,15],[28]]
[22,21,18,18,23,14,26,14,34,8,33,29,32,14,6,32,34,22,25,14,25,31,9,7,20,31,34,32,18,34,8,27,13,21,10,31,22,24,10,13,27,8,7,16,10,30,5,9,17,26,11,8,22,7], 25	[[5,6,7,7],[5,6,14],[5,7,13],[5,9,11],[5,10,10],[5,20],[6,8,11],[6,9,10],[7,7,11],[7,8,10],[7,9,9],[7,18],[8,8,9],[8,17],[9,16],[11,14],[25]]
[26,31,18,9,23,21,31,31,29,29,19,17,10,16,17,32,12,20,5,17,15,6,21,20,19,19,23,6,22,20,23,13,9,6,17,19,15,5,7,31,21,21,5,26,32,18,15,9,25,16,21,27,9,30], 27	[[5,5,5,6,6],[5,5,5,12],[5,5,7,10],[5,5,17],[5,6,6,10],[5,6,7,9],[5,6,16],[5,7,15],[5,9,13],[5,10,12],[5,22],[6,6,6,9],[6,6,15],[6,9,12],[6,21],[7,20],[9,9,9],[9,18],[10,17],[12,15],[27]]
[14,22,8,31,30,26,9,34,20,13,10,22,6,12,18,22,28,19,14,17,24,24,22,14,27,30,6,23,25,14,33,5,23,7,23,18,28,20,9,5,20,14,22,21,21,6,9,6,12,10,19,31,21,28,32,14,23,33,32,14], 29	[[5,5,6,6,7],[5,5,6,13],[5,5,7,12],[5,5,9,10],[5,5,19],[5,6,6,6,6],[5,6,6,12],[5,6,8,10],[5,6,9,9],[5,6,18],[5,7,8,9],[5,7,17],[5,10,14],[5,12,12],[5,24],[6,6,7,10],[6,6,8,9],[6,6,17],[6,9,14],[6,10,13],[6,23],[7,8,14],[7,9,13],[7,10,12],[7,22],[8,9,12],[8,21],[9,10,10],[9,20],[10,19],[12,17]]
[6,15,25,16,28,10,31,33,11,17,34,28,25,21,29,21,14,28,26,20,16,13,13,13,14,32,34,11,33,25,29,26,5,11,7,21,17,26,19,23,30,18,16,20,26,33,7,28,26,20,13,30,20,22,30,29,11,29,28,31,12,22,22,34,21,16,20,33], 24	[[5,6,13],[5,7,12],[5,19],[6,7,11],[6,18],[7,7,10],[7,17],[10,14],[11,13]]
[21,24,32,24,32,15,22,26,30,6,33,9,31,19,18,18,13,24,13,6,20,12,16,29,33,32,10,11,30,27,32,8,16,21,19,5,24,29,18,19,22,17,23,10,31,28,23,9,17,23,33], 29	[[5,6,6,12],[5,6,8,10],[5,6,9,9],[5,6,18],[5,8,16],[5,9,15],[5,11,13],[5,24],[6,6,8,9],[6,6,17],[6,8,15],[6,10,13],[6,11,12],[6,23],[8,9,12],[8,10,11],[8,21],[9,9,11],[9,10,10],[9,20],[10,19],[11,18],[12,17],[13,16],[29]]
[14,10,29,11,8,27,28,30,16,23,33,33,7,34,14,23,17,28,10,29,9,15,17,32,34,22,7,22,12,18,10,21,24,26,19,27,18,12,14,29,22,12,27,16,11,28,5,16,22,10,32,18,21,7,15], 27	[[5,7,7,8],[5,7,15],[5,8,14],[5,10,12],[5,11,11],[5,22],[7,8,12],[7,9,11],[7,10,10],[8,9,10],[8,19],[9,18],[10,17],[11,16],[12,15],[27]]
[9,29,23,15,34,9,34,25,23,18,8,30,27,33,9,26,17,20,25,33,20,6,20,26,25,25,34,27,27,11,8,32,27,26,12,27,30,33,9,10,16,5,27,30,25,31,21,7,17,11,27,32,34,12,15,25,32,6,9,25,34], 28	[[5,6,6,11],[5,6,7,10],[5,6,8,9],[5,6,17],[5,7,8,8],[5,7,16],[5,8,15],[5,11,12],[5,23],[6,6,7,9],[6,6,8,8],[6,6,16],[6,7,15],[6,10,12],[6,11,11],[7,9,12],[7,10,11],[7,21],[8,8,12],[8,9,11],[8,20],[9,9,10],[10,18],[11,17],[12,16]]
[27,26,13,19,14,11,15,19,14,15,12,9,5,8,17,30,20,16,22,10,15,22,12,27,19,6,32,31,5,32,32,27,23,10,33,32,16,14,9,17,24,16,13,25,19,26,20,27,29,7,24,31,24,31,24,31,32,13,19,25,32,17,17,12,22,16,32,26,25], 21	[[5,5,11],[5,6,10],[5,7,9],[5,16],[6,7,8],[6,15],[7,14],[8,13],[9,12],[10,11]]
[14,17,9,34,23,22,11,15,16,14,26,12,25,15,23,13,34,23,28,24,20,10,7,20,19,10,17,32,30,10,28,31,22,32,23,32,11,29,5,22,30,26,21,21,6,10,29,6,20,14,17,6,19,19,13,26,24,25,15,11,30,8,8,9,27], 21	[[5,6,10],[5,7,9],[5,8,8],[5,16],[6,6,9],[6,7,8],[6,15],[7,14],[8,13],[9,12],[10,11],[21]]
[25,20,28,12,8,20,21,16,13,18,10,6,33,12,19,26,26,25,34,9,15,16,20,13,33,15,16,29,30,7,23,20,15,16,20,18,23,6,29,24,11,26,25,9,33,31,23,17,22,22,13,24,26], 25	[[6,6,13],[6,7,12],[6,8,11],[6,9,10],[6,19],[7,8,10],[7,9,9],[7,18],[8,17],[9,16],[10,15],[12,13],[25]]
[24,31,6,19,18,30,7,33,10,10,10,15,21,33,31,10,9,15,22,6,13,11,24,17,28,33,26,9,24,11,28,14,29,29,28,12,17,22,33,14,19,8,25,27,7,13,24,33,23,12,34,24,10,23,28,25,22], 26	[[6,6,7,7],[6,6,14],[6,7,13],[6,8,12],[6,9,11],[6,10,10],[7,7,12],[7,8,11],[7,9,10],[7,19],[8,9,9],[8,18],[9,17],[11,15],[12,14],[13,13],[26]]
[11,10,14,12,34,31,27,34,13,6,24,22,21,27,34,5,21,5,25,12,15,24,11,34,29,22,28,19,31,34,5,29,31,14,7,31,10,21,22,10,23,11,20,31,25,11,31,34,11,21,11,22,10,17], 28	[[5,5,5,6,7],[5,5,5,13],[5,5,6,12],[5,5,7,11],[5,6,7,10],[5,6,17],[5,10,13],[5,11,12],[5,23],[6,7,15],[6,10,12],[6,11,11],[6,22],[7,10,11],[7,21],[11,17],[13,15],[14,14],[28]]
[26,28,10,22,20,10,17,16,12,11,12,17,27,21,15,7,27,30,33,18,6,22,17,5,30,15,22,28,19,22,19,11,16,25,28,31,22,32,12,29,30,12,34,15,28,14,17,21,31,8,26], 29	[[5,6,7,11],[5,6,8,10],[5,6,18],[5,7,17],[5,8,16],[5,10,14],[5,12,12],[6,7,16],[6,8,15],[6,11,12],[7,8,14],[7,10,12],[7,11,11],[7,22],[8,10,11],[8,21],[10,19],[11,18],[12,17],[14,15],[29]]
[30,24,12,10,33,5,24,21,12,30,32,32,16,28,11,5,27,6,31,34,27,11,28,6,15,6,24,18,19,13,30,14,33,8,19,31,30,30,9,7,18,6,26,29,21,33,21,6,26,17], 20	[[5,5,10],[5,6,9],[5,7,8],[5,15],[6,6,8],[6,14],[7,13],[8,12],[9,11]]
[15,20,11,26,13,30,31,27,8,27,6,28,22,12,17,9,8,21,12,21,15,25,7,23,15,23,24,28,28,17,11,30,24,9,13,33,26,10,25,22,24,27,15,11,34,19,15,29,6,14,15,8,5,9,18,15,28,30,9,13,34,7,30], 28	[[5,6,6,11],[5,6,7,10],[5,6,8,9],[5,6,17],[5,7,7,9],[5,7,8,8],[5,8,15],[5,9,14],[5,10,13],[5,11,12],[5,23],[6,6,7,9],[6,6,8,8],[6,7,7,8],[6,7,15],[6,8,14],[6,9,13],[6,10,12],[6,11,11],[6,22],[7,7,14],[7,8,13],[7,9,12],[7,10,11],[7,21],[8,8,12],[8,9,11],[8,20],[9,9,10],[9,19],[10,18],[11,17],[13,15],[28]]
